,logFC,logCPM,LR,PValue,FDR,gene_name,gene_type
ENSG00000151725,5.631524885,5.952839588,40.4089998,2.05990052732384e-10,1.69380002451311e-08,CENPU,protein_coding
ENSG00000151726,0.204296827,6.260185369,0.080509062,0.776608727,0.880286322,ACSL1,protein_coding
ENSG00000151729,-0.340423906,5.783691925,0.407532973,0.523224334,0.709218635,SLC25A4,protein_coding
ENSG00000151743,-0.320274612,1.281359073,0.328209324,0.56671541,0.743111713,AMN1,protein_coding
ENSG00000151746,0.388072268,3.632055972,0.407776359,0.523100301,0.709174023,BICD1,protein_coding
ENSG00000151748,-0.206461943,4.587552747,0.22153476,0.637872989,0.791938504,SAV1,protein_coding
ENSG00000151773,0.28147275,4.475229396,0.189779474,0.663100223,0.808224849,CCDC122,protein_coding
ENSG00000151778,-3.777212662,0.573988229,48.45603531,3.3777717655139e-12,4.32819229603537e-10,SERP2,protein_coding
ENSG00000151779,-0.038036678,5.438904524,0.007114023,0.932782401,0.968591257,NBAS,protein_coding
ENSG00000151789,-2.957637844,3.124215472,18.99493372,1.31065992979659e-05,0.000316628,ZNF385D,protein_coding
ENSG00000151790,3.938198452,3.280439311,9.686680417,0.001856086,0.019541322,TDO2,protein_coding
ENSG00000151806,1.009186872,4.419225897,3.569960468,0.058833712,0.20999909,GUF1,protein_coding
ENSG00000151812,-2.954864533,-3.242200312,4.604245219,0.03189289,0.143791531,SLC35F4,protein_coding
ENSG00000151834,-2.475293378,-1.613291272,3.646983838,0.056170848,0.20389779,GABRA2,protein_coding
ENSG00000151835,-0.502371228,3.729245015,0.631997167,0.426623685,0.633474345,SACS,protein_coding
ENSG00000151838,1.558740211,-4.951341557,1.086337305,0.297284171,0.513599612,CCDC175,protein_coding
ENSG00000151846,1.490917996,-0.967646153,2.446759874,0.117767738,0.309137889,PABPC3,protein_coding
ENSG00000151849,1.215200013,4.158176735,4.350326736,0.037001847,0.157703208,CENPJ,protein_coding
ENSG00000151876,0.769262637,6.343760995,2.385925318,0.122432379,0.315523996,FBXO4,protein_coding
ENSG00000151881,0.744853704,3.981882331,2.049592421,0.152246943,0.355104303,TMEM267,protein_coding
ENSG00000151882,0.619971664,3.498106413,0.896748512,0.343655053,0.559264637,CCL28,protein_coding
ENSG00000151883,1.002188466,4.099450921,1.848894063,0.173912076,0.380381317,PARP8,protein_coding
ENSG00000151892,-5.616419339,2.643979978,63.01368767,2.05275105289763e-15,7.09306214941134e-13,GFRA1,protein_coding
ENSG00000151893,0.203306575,5.792583907,0.23064767,0.631044006,0.786844655,CACUL1,protein_coding
ENSG00000151914,-0.027468195,8.184376998,0.000799584,0.977441295,0.990296567,DST,protein_coding
ENSG00000151917,-0.767878064,1.124872245,1.270216815,0.259726009,0.474286311,BEND6,protein_coding
ENSG00000151923,0.216742586,6.278346769,0.318562199,0.572472995,0.747037038,TIAL1,protein_coding
ENSG00000151929,-0.34964695,5.684472137,0.324973234,0.56863413,0.744477173,BAG3,protein_coding
ENSG00000151948,-3.556971018,-0.550553705,30.27437319,3.75048558895772e-08,1.79935543396594e-06,GLT1D1,protein_coding
ENSG00000151952,-3.460390114,-4.827162752,14.58452653,0.00013401,0.002293391,TMEM132D,protein_coding
ENSG00000151962,7.995875507,-1.132462129,4.504869431,0.033798477,0.149162608,RBM46,protein_coding
ENSG00000151967,-0.084589433,-0.54596533,0.008207767,0.927813031,0.966192984,SCHIP1,protein_coding
ENSG00000152034,3.804572497,-4.297791869,2.51509227,0.112761033,0.301385368,MCHR2,protein_coding
ENSG00000152049,-3.816682405,3.13428121,32.3870469,1.26325724833515e-08,6.7329203046882e-07,KCNE4,protein_coding
ENSG00000152056,2.826306644,4.085141679,13.17771822,0.000283297,0.004353947,AP1S3,protein_coding
ENSG00000152061,0.465079999,5.171789703,0.905023814,0.341438204,0.556953752,RABGAP1L,protein_coding
ENSG00000152076,-1.473256345,0.028767217,3.669494895,0.055416976,0.202307486,CCDC74B,protein_coding
ENSG00000152078,-0.475458871,5.933394864,0.292176484,0.588829152,0.757921602,TLCD4,protein_coding
ENSG00000152082,0.384137821,3.797659114,0.309174824,0.578186988,0.751076474,MZT2B,protein_coding
ENSG00000152086,-3.870838343,-4.05203006,10.94873392,0.000936676,0.01143533,TUBA3E,protein_coding
ENSG00000152092,-1.989452096,-0.88693985,2.093022775,0.147973035,0.350560977,ASTN1,protein_coding
ENSG00000152102,-0.703797376,7.44106651,3.398601047,0.065251737,0.222175231,FAM168B,protein_coding
ENSG00000152104,-0.226567624,6.058537005,0.161313474,0.687950101,0.823576682,PTPN14,protein_coding
ENSG00000152117,0.109648375,3.643210771,0.055727372,0.813381102,0.9019173,SMPD4BP,transcribed_processed_pseudogene
ENSG00000152127,0.220454875,6.264846218,0.147115155,0.701307605,0.831975959,MGAT5,protein_coding
ENSG00000152128,2.084440473,1.164463928,1.739018513,0.187263236,0.39563797,TMEM163,protein_coding
ENSG00000152133,1.058188599,3.723501375,6.285902919,0.012170206,0.075978551,GPATCH11,protein_coding
ENSG00000152137,-2.521471223,5.495254928,16.56010324,4.71322054762403e-05,0.000944271,HSPB8,protein_coding
ENSG00000152147,0.524594097,4.566993913,0.992439994,0.319146749,0.535591813,GEMIN6,protein_coding
ENSG00000152154,1.412691336,2.620901308,0.618060584,0.431768899,0.637699979,TMEM178A,protein_coding
ENSG00000152192,9.458815576,0.274222817,10.91623817,0.00095325,0.011614616,POU4F1,protein_coding
ENSG00000152193,0.302183534,3.758920609,0.356915605,0.55022424,0.730236753,OBI1,protein_coding
ENSG00000152207,2.69482624,1.924822535,2.393580546,0.121834292,0.31506141,CYSLTR2,protein_coding
ENSG00000152208,0.105481546,-2.857217763,0.001949214,0.964784916,0.984407118,GRID2,protein_coding
ENSG00000152213,2.509012678,2.156708406,5.847467173,0.015599487,0.090823748,ARL11,protein_coding
ENSG00000152217,-1.483543724,4.228369594,5.99795014,0.01432251,0.085609359,SETBP1,protein_coding
ENSG00000152219,-0.726209362,6.841915017,3.51981241,0.060639311,0.213637383,ARL14EP,protein_coding
ENSG00000152223,0.225962814,4.840968766,0.285695304,0.592992379,0.761177671,EPG5,protein_coding
ENSG00000152229,1.097440982,4.23583871,2.030011643,0.154219426,0.35718557,PSTPIP2,protein_coding
ENSG00000152234,0.210686292,8.9671433,0.210682775,0.646232778,0.796952184,ATP5F1A,protein_coding
ENSG00000152240,1.235042921,4.651807666,5.088133219,0.02409011,0.121175532,HAUS1,protein_coding
ENSG00000152242,0.982839956,4.852222965,5.151518176,0.023226058,0.118393992,C18orf25,protein_coding
ENSG00000152253,4.803286918,6.481839851,43.15154982,5.06597520285328e-11,4.63672426825437e-09,SPC25,protein_coding
ENSG00000152256,1.190662061,4.424970287,3.338307692,0.067684189,0.226978206,PDK1,protein_coding
ENSG00000152266,2.964686753,-1.48013404,0.461157917,0.497083316,0.690086819,PTH,protein_coding
ENSG00000152270,0.580450358,1.999313357,0.387355411,0.533692796,0.717022916,PDE3B,protein_coding
ENSG00000152284,-1.433169712,3.963328529,5.786043381,0.016153907,0.092925756,TCF7L1,protein_coding
ENSG00000152291,-0.647628518,8.002963259,1.947725794,0.162832129,0.36766347,TGOLN2,protein_coding
ENSG00000152292,5.171016949,-3.508208094,3.333581837,0.0678789,0.227344783,SH2D6,protein_coding
ENSG00000152315,4.636751033,-0.053659004,7.611779831,0.005798822,0.044903341,KCNK13,protein_coding
ENSG00000152332,1.786801522,9.801923684,9.767439811,0.001776296,0.018914973,UHMK1,protein_coding
ENSG00000152348,0.453507911,3.248222134,0.726999209,0.393857594,0.605342726,ATG10,protein_coding
ENSG00000152359,0.288864679,2.897598052,0.379271929,0.537993146,0.720095021,POC5,protein_coding
ENSG00000152377,-1.462129378,4.524302642,2.653925022,0.103294566,0.287322414,SPOCK1,protein_coding
ENSG00000152380,1.169731091,-0.106278036,2.915532118,0.08773047,0.263448408,FAM151B,protein_coding
ENSG00000152382,0.393597545,4.55078155,0.637487783,0.424621974,0.632057231,TADA1,protein_coding
ENSG00000152402,-3.839840927,2.735877128,53.27144172,2.90499238441003e-13,5.2243994618574e-11,GUCY1A2,protein_coding
ENSG00000152404,-0.746192347,3.65561693,3.13847063,0.076465477,0.243708449,CWF19L2,protein_coding
ENSG00000152409,-1.135486035,4.670729526,7.161754525,0.007447431,0.053876937,JMY,protein_coding
ENSG00000152413,0.803604749,3.377962882,1.77645458,0.182585287,0.390774955,HOMER1,protein_coding
ENSG00000152422,1.476867246,6.050699574,6.44434224,0.011130625,0.07141667,XRCC4,protein_coding
ENSG00000152430,4.176407368,-4.114194941,4.609916104,0.031787588,0.143548268,BOLL,protein_coding
ENSG00000152433,0.227920387,0.160231212,0.072332323,0.787970706,0.887051143,ZNF547,protein_coding
ENSG00000152439,-1.342917557,0.777505334,3.001220201,0.083201832,0.255487362,ZNF773,protein_coding
ENSG00000152443,-0.284697395,2.626166898,0.14155073,0.706744218,0.835653233,ZNF776,protein_coding
ENSG00000152454,-1.191029156,0.925792278,1.837026145,0.175299902,0.381852803,ZNF256,protein_coding
ENSG00000152455,1.974504844,3.623239106,15.51205238,8.19808783671686e-05,0.001517855,SUV39H2,protein_coding
ENSG00000152457,0.820186308,4.562009641,2.404161318,0.121012964,0.313839743,DCLRE1C,protein_coding
ENSG00000152463,-0.880231355,-3.432720555,0.721125389,0.395775009,0.607058947,OLAH,protein_coding
ENSG00000152464,0.277022184,2.626002842,0.355385615,0.551080183,0.73080504,RPP38,protein_coding
ENSG00000152465,-1.437001523,4.014507261,10.95828827,0.000931859,0.011390082,NMT2,protein_coding
ENSG00000152467,-3.473408662,-4.544433802,5.93010249,0.014884376,0.087857816,ZSCAN1,protein_coding
ENSG00000152475,-0.093872954,-0.219448482,0.023769192,0.877473642,0.939823115,ZNF837,protein_coding
ENSG00000152484,-0.211353534,5.133001223,0.246433927,0.619597328,0.778687234,USP12,protein_coding
ENSG00000152492,-0.785689225,5.955683265,2.69285665,0.100798955,0.284218831,CCDC50,protein_coding
ENSG00000152495,1.327069529,5.162252419,2.2164726,0.136544717,0.335315793,CAMK4,protein_coding
ENSG00000152503,1.865526381,2.26967178,2.981491643,0.084221621,0.257282954,TRIM36,protein_coding
ENSG00000152518,-1.090745279,5.319276739,2.305607532,0.12890787,0.324676799,ZFP36L2,protein_coding
ENSG00000152520,-0.008525389,5.053995388,0.000365808,0.984740504,0.993723534,PAN3,protein_coding
ENSG00000152527,-1.50580249,3.281306472,3.42000453,0.064410837,0.22053468,PLEKHH2,protein_coding
ENSG00000152556,-1.327411171,5.619664398,7.437885599,0.006386488,0.048161761,PFKM,protein_coding
ENSG00000152558,-0.161800921,8.046321029,0.060007696,0.806483777,0.897900065,TMEM123,protein_coding
ENSG00000152578,-3.639546736,-3.652288474,10.77243589,0.001030228,0.012332664,GRIA4,protein_coding
ENSG00000152580,-1.208035823,1.203193118,1.076112606,0.299568823,0.51592869,IGSF10,protein_coding
ENSG00000152582,-2.805227041,1.368362969,15.08500007,0.000102777,0.001831224,SPEF2,protein_coding
ENSG00000152583,-4.113837996,7.90337189,43.97825176,3.32044854992782e-11,3.23144791949146e-09,SPARCL1,protein_coding
ENSG00000152592,1.789499637,-4.350264809,1.035701375,0.30882333,0.525726204,DMP1,protein_coding
ENSG00000152601,-0.685283841,7.16570748,2.884445941,0.089438768,0.265929655,MBNL1,protein_coding
ENSG00000152611,-0.209663676,-2.891781359,0.00711595,0.932773316,0.968591257,CAPSL,protein_coding
ENSG00000152620,-0.263632705,4.622644558,0.314976179,0.574642536,0.74874934,NADK2,protein_coding
ENSG00000152642,-0.618287264,5.059662293,1.559052053,0.211804072,0.422714688,GPD1L,protein_coding
ENSG00000152661,-0.467938915,7.293590186,0.345893701,0.556446862,0.734974459,GJA1,protein_coding
ENSG00000152669,3.962277247,2.718142304,6.667109486,0.009820834,0.06550584,CCNO,protein_coding
ENSG00000152670,2.773540944,-4.685609817,2.29847734,0.129500895,0.325557183,DDX4,protein_coding
ENSG00000152672,-0.888717368,-1.70597514,0.900685776,0.342597896,0.558105366,CLEC4F,protein_coding
ENSG00000152683,0.773711603,5.00981451,3.004591813,0.083028888,0.255134633,SLC30A6,protein_coding
ENSG00000152684,-0.233667392,5.208218931,0.197886413,0.656432309,0.80376106,PELO,protein_coding
ENSG00000152689,-0.423679396,2.367439095,0.580273781,0.446205028,0.64945575,RASGRP3,protein_coding
ENSG00000152700,0.053467866,5.49447331,0.014981307,0.902583703,0.953460999,SAR1B,protein_coding
ENSG00000152705,0.829829209,-0.240959369,1.285828804,0.256818074,0.471349143,CATSPER3,protein_coding
ENSG00000152749,1.524776464,7.262451925,6.190393881,0.01284456,0.079112505,GPR180,protein_coding
ENSG00000152760,-0.661953135,1.283079103,1.029170998,0.310353456,0.527189344,TCTEX1D1,protein_coding
ENSG00000152763,-0.621499964,0.605662682,0.941771982,0.33182255,0.547937345,DNAI4,protein_coding
ENSG00000152766,3.433609477,7.295536682,7.799825405,0.005225128,0.041661491,ANKRD22,protein_coding
ENSG00000152767,0.791897231,5.878874304,1.000490476,0.317191856,0.534088981,FARP1,protein_coding
ENSG00000152778,0.345379036,4.425620064,0.261350443,0.609193897,0.772602659,IFIT5,protein_coding
ENSG00000152779,-2.226023436,-0.229230543,2.546853638,0.110514142,0.298309612,SLC16A12,protein_coding
ENSG00000152782,1.61574318,3.587773835,5.313066433,0.02116607,0.111516216,PANK1,protein_coding
ENSG00000152784,-2.557225477,1.116439703,11.28184934,0.000782685,0.009975104,PRDM8,protein_coding
ENSG00000152785,1.365637988,2.37483094,0.469035784,0.493431088,0.687530526,BMP3,protein_coding
ENSG00000152795,-0.696628651,8.014354511,3.456916637,0.062987669,0.217941021,HNRNPDL,protein_coding
ENSG00000152804,-0.555496423,2.813041045,0.873202487,0.350070248,0.566050283,HHEX,protein_coding
ENSG00000152818,-1.137632663,5.613949231,4.299448221,0.038124741,0.160411841,UTRN,protein_coding
ENSG00000152822,0.336953616,-3.478709175,0.051331935,0.820761607,0.90625024,GRM1,protein_coding
ENSG00000152894,1.080040468,6.323143198,3.409151072,0.064835793,0.221154075,PTPRK,protein_coding
ENSG00000152904,-0.331342188,3.681451764,0.577543735,0.447276712,0.650236396,GGPS1,protein_coding
ENSG00000152910,-0.698653394,-3.109649816,0.060038667,0.806434836,0.897890123,CNTNAP4,protein_coding
ENSG00000152926,1.413929213,3.878118784,1.572122614,0.209899026,0.420385852,ZNF117,protein_coding
ENSG00000152931,0.76843384,0.660725968,0.202719572,0.652534584,0.801133203,PART1,lncRNA
ENSG00000152932,-3.36444489,-2.118731164,16.6404257,4.51777716848507e-05,0.000909857,RAB3C,protein_coding
ENSG00000152936,3.687135759,-1.134757311,0.86889841,0.351260456,0.567467577,LMNTD1,protein_coding
ENSG00000152939,3.18229416,4.862277594,20.69570518,5.38366194030242e-06,0.000145743,MARVELD2,protein_coding
ENSG00000152942,0.222082585,4.378819441,0.269560335,0.603626856,0.768954753,RAD17,protein_coding
ENSG00000152944,0.07674623,4.905760231,0.020448941,0.886290343,0.94509527,MED21,protein_coding
ENSG00000152952,1.266834386,6.92727231,2.761960324,0.096529888,0.277226641,PLOD2,protein_coding
ENSG00000152953,-3.012619386,0.874726732,16.91220115,3.91491319061273e-05,0.000802101,STK32B,protein_coding
ENSG00000152954,3.024184058,-4.606893048,1.549256777,0.213245194,0.423885299,NRSN1,protein_coding
ENSG00000152969,1.40426703,-2.390908654,0.73505126,0.391250762,0.603295963,JAKMIP1,protein_coding
ENSG00000152977,6.016555989,1.116676078,1.55331706,0.21264642,0.423472522,ZIC1,protein_coding
ENSG00000152990,-0.305018466,4.583102852,0.249360643,0.617525629,0.777422115,ADGRA3,protein_coding
ENSG00000153002,1.573871089,-0.47944182,0.240702661,0.623699076,0.781415208,CPB1,protein_coding
ENSG00000153006,-0.067272362,4.64285895,0.01655166,0.897632026,0.951009582,SREK1IP1,protein_coding
ENSG00000153012,-3.890563053,2.171682753,31.32836601,2.17872979990258e-08,1.10565144449512e-06,LGI2,protein_coding
ENSG00000153015,0.173442476,7.444625239,0.143479948,0.704845692,0.83440294,CWC27,protein_coding
ENSG00000153029,0.393508995,5.444450482,0.368565135,0.543787433,0.72475925,MR1,protein_coding
ENSG00000153037,0.39033737,3.348334867,0.5520686,0.457473695,0.658274054,SRP19,protein_coding
ENSG00000153044,2.691676614,4.441026917,12.56499644,0.000393039,0.005717665,CENPH,protein_coding
ENSG00000153046,0.255097701,5.597239438,0.318952547,0.572237807,0.746881813,CDYL,protein_coding
ENSG00000153048,0.870026243,4.853985268,1.733951556,0.187907033,0.396235943,CARHSP1,protein_coding
ENSG00000153060,2.256672595,-2.254651419,2.069167849,0.150303512,0.352985005,TEKT5,protein_coding
ENSG00000153064,1.48269457,1.272054428,1.936277494,0.164073289,0.369048845,BANK1,protein_coding
ENSG00000153066,0.064345346,6.379161257,0.016962537,0.896376308,0.950422718,TXNDC11,protein_coding
ENSG00000153071,-1.714527301,4.534552508,8.24591019,0.004084392,0.034746146,DAB2,protein_coding
ENSG00000153086,3.103077761,-2.342219298,2.39166936,0.121983305,0.315256574,ACMSD,protein_coding
ENSG00000153093,0.138681653,0.975937447,0.061095843,0.804772226,0.897131267,ACOXL,protein_coding
ENSG00000153094,1.701473849,5.908562209,9.110315084,0.002541721,0.024775132,BCL2L11,protein_coding
ENSG00000153107,0.768832645,4.294129251,2.896286893,0.08878385,0.264981537,ANAPC1,protein_coding
ENSG00000153113,0.469028308,7.57833982,0.789501686,0.374250847,0.588166491,CAST,protein_coding
ENSG00000153130,-0.386995823,5.536622355,0.798634703,0.371501885,0.585857005,SCOC,protein_coding
ENSG00000153132,2.117868211,2.480277087,1.615693244,0.20369335,0.413259111,CLGN,protein_coding
ENSG00000153140,0.085438603,6.853002331,0.030553396,0.861240483,0.930386842,CETN3,protein_coding
ENSG00000153147,0.545257641,9.463044189,1.122107164,0.289465179,0.504873109,SMARCA5,protein_coding
ENSG00000153157,0.772364133,-1.061851899,0.266024087,0.606011405,0.770411111,SYCP2L,protein_coding
ENSG00000153162,-0.954858696,1.592163087,0.770526309,0.380054284,0.593139274,BMP6,protein_coding
ENSG00000153165,-0.441383243,-2.215181274,0.270492207,0.603001787,0.768667936,RGPD3,protein_coding
ENSG00000153179,-1.716102542,5.422735098,15.86088579,6.81732439650986e-05,0.001298966,RASSF3,protein_coding
ENSG00000153187,0.650885262,8.910489654,2.611049237,0.106121528,0.291701407,HNRNPU,protein_coding
ENSG00000153201,-0.050773636,6.446036407,0.014335098,0.904697615,0.954480968,RANBP2,protein_coding
ENSG00000153207,0.924841306,5.591858237,3.029659812,0.081755156,0.25278668,AHCTF1,protein_coding
ENSG00000153208,-0.588757411,3.605399253,0.812968821,0.367243971,0.581843165,MERTK,protein_coding
ENSG00000153214,0.846262553,5.160114208,3.244941037,0.071644268,0.234615715,TMEM87B,protein_coding
ENSG00000153233,-2.452532372,0.755008126,5.979476185,0.0144733,0.086133501,PTPRR,protein_coding
ENSG00000153234,-0.862546023,4.863783239,1.158660882,0.281743435,0.496701207,NR4A2,protein_coding
ENSG00000153237,-0.448670826,-0.633460938,0.409280148,0.5223351,0.708573945,CCDC148,protein_coding
ENSG00000153246,-0.804599081,4.754735682,0.908369446,0.340547423,0.556208769,PLA2R1,protein_coding
